Book Name,Author,Rating,Number of Reviews,Price,Listening Time (Minutes),Rank,Genre,Processed_Description,cluster
"Not a Penny More, Not a Penny Less",Jeffrey Archer,4.4,1006.5,323.0,452.0,1,Psychological Thrillers,"Do n't get mean , get even .... One million dollar - 's Harvey Metcalfe , lifelong king shady deal , pulled empty promise oil bonanza instant rich . Overnight , four men - heir earldom , Harley Street doctor , Bond Street art dealer Oxford - find penniless . But time Harvey swindled wrong men . They band together shadow casino Monte Carlo high-stakes window Ascot hallowed lawn Oxford . Their plan simple : sting crook exactly lost - penny , penny le .",1
If God Was a Banker,Ravi Subramanian,4.1,222.0,668.0,555.0,2,Literature & Fiction (Books),"Two young manager graduate , nothing similar family background temperament , join New York international bank day - take entirely different route success .",0
Sita Ke Paanch Nirnay [Sita or Five Decisions],Devdutt Pattanaik,4.1,57.0,233.0,90.0,2,Short Stories (Books),This collection best story selected Nobel Prize winner Rabindranath Tagore .,0
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,5990.5,683.0,356.0,2,g (Books),Now Netflix series Winner Fortnum & Mason Best Debut Food Book 2018 Sunday Times Food Book Year New York Times best seller,0
Happy: Why More or Less Everything Is Absolutely Fine,Derren Brown,4.4,897.0,1093.0,872.0,1,Textbooks & Study Guides,Brought Penguin .,2
"The Google Resume: How to Prepare for a Career and Land a Job at Apple, Microsoft, Google, or any Top Tech Company",Gayle Laakmann McDowell,4.4,88.0,668.0,488.0,2,Analysis & Strategy,"The Google Resume book available win coveted spot Google , Microsoft , Apple , top tech firm . Gayle Laakmann McDowell worked Google Engineering three year , served hiring committee interviewed 120 candidate . She interned Microsoft Apple , interviewed received offer 10 tech firm . If 're student , 'll learn study prepare school , well career path consider . If 're job seeker , 'll get edge competition learning hiring procedure making stand candidate .",1
Introduction - Welcome to The Art of Happiness,Benjamin Bonetti,3.9,8.0,0.0,0.0,36,Personal Success,"The Art Happiness Ben Bonetti series tailored help set mind living longer happier life . With 10 year experience self-help development , Ben helped million change life better .",1
"The Visitor: Jack Reacher, Book 4",Lee Child,4.5,5110.5,1093.0,857.0,2,Mysteries,"Random House present audiobook edition The Visitor Lee Child , read Jeff Harding .",3
"The Flavour of Spice: Journeys, Stories, Recipes",Marryam H Reshii,4.4,49.0,668.0,551.0,2,g (Books),"A book celebrates spice , integral way shape eat .",1
How the Sea Became Salty,Sudha Murty,4.4,194.0,200.0,10.0,1,Children's Traditional Stories (Books),"A long , long time ago , seawater sweet drinkable . How became salty remarkable story .",1
Finish: Give Yourself the Gift of Done,Jon Acuff,4.7,522.0,754.0,298.0,2,Personal Success,"From New York Times best-selling author Jon Acuff , book want relief always starting never done .",0
Ask and It Is Given: Learning to Manifest Your Desires,Esther Hicks,-1.0,267.25,668.0,411.0,3,Personal Development & Self-Help,Sunlight beginning spill across Malibu coastline I begin preface . And deep indigo tint Pacific Ocean time morning seems match depth pleasure I 'm feeling I 'm imagining value 're receive revelation within book .,1
"Exponential Organizations: New Organizations Are Ten Times Better, Faster, and Cheaper Than Yours (and What to Do About It)",Salim Ismail,4.7,561.5,836.0,671.0,2,ess Management,"In business , performance key . In performance , organize key growth . In past five year , business world seen birth new breed company - Exponential Organization - revolutionized company accelerate growth using technology . An ExO eliminate incremental , linear way traditional company get bigger , leveraging asset like community , big data , algorithm , new technology achieving performance benchmark 10 time better peer . Three luminary business world - Salim Ismail , Yuri van Geest , Mike Malone - researched phenomenon documented 10 characteristic Exponential Organizations . Here , Exponential Organizations , walk listener company , startup multinational , become ExO , streamline performance , grow next level .",1
"Life, the Universe, and Everything",Douglas Adams,4.6,202.5,323.0,344.0,2,Contemporary Fiction (Books),"In consequence number stunning catastrophe , Arthur Dent surprised find living hideously miserable cave prehistoric Earth . However , think thing get possibly worse , suddenly . He discovers Galaxy mind-boggingly big bewildering also thing happen staggeringly unfair .",1
Learn Spanish - Word Power 101: Absolute Beginner Spanish #6,Innovative Language Learning,3.4,714.0,0.0,58.0,-1,",            5 star,          ,            ,              37%,            ,",Master Spain-style Spanish Learn Spanish - Word Power 101 . This audiobook completely new way learn Spain-style Spanish vocabulary fast - free ! Start speaking Spain 's Spanish minute powerful learning method master audiobook .,1
Stop Smoking with Allen Carr: Plus a Unique 70 Minute Seminar Delivered by the Author,Allen Carr,4.0,16.5,569.0,342.0,3,Personal Development & Self-Help,"Ideal listening car whilst traveling , new updated version globally best-selling book , The Easy Way Stop Smoking , also includes unique 70 minute seminar delivered author .",0
How to Enjoy Your Life and Your Job,Dale Carnegie,4.3,306.0,668.0,333.0,1,Personal Development & Self-Help,"Even love work , probably day almost nothing go right . Best-selling author Dale Carnegie show make every day exciting rewarding - get done fun .",1
Words That Change Minds: The 14 Patterns for Mastering the Language of Influence,Shelle Rose Charvet,4.4,564.0,668.0,598.0,2,Analysis & Strategy,"Learn master influential language get want , without manipulating .",1
"67 Hot Explicit Erotic Sex Stories: Swingers, BDSM, Spanking, Bisexual, Paranormal Threesomes, BBW Erotica, Lesbian First Time, Medical, Gangbangs and Much More...",Ashley Winters,4.0,5.0,1003.0,1368.0,741,Erotic Fiction,"In hot enticing multi-author multi-narrator mega collection filled 67 filthy erotic story , ’ experience swinger , werewolf , BDSM , spanking , vampire , bisexual , -- l , paranormal threesome , big beautiful woman erotica , lesbian first time , medical , gangbangs much , much more… .",0
"Lead with a Story: A Guide to Crafting Business Narratives That Captivate, Convince, and Inspire",Paul Smith,4.3,170.0,836.0,651.0,1,Organisational Behaviour,"Storytelling come age business world . Today , many successful company use storytelling leadership tool . At Nike , senior executive designated `` corporate storyteller '' . 3M banned bullet point year ago replaced process writing `` strategic narrative '' . Procter & Gamble hired Hollywood director teach executive storytelling technique . Some forward-thinking business school even added storytelling course management curriculum . The reason simple : Stories ability engage audience way logic bullet point alone never could . Whether trying communicate vision , sell idea , inspire commitment , storytelling powerful business tool mean difference mediocre result phenomenal success .",1
Power vs. Force: The Hidden Determinants of Human Behavior,Dr. David R. Hawkins,4.6,298.0,1148.0,490.0,1,Textbooks & Study Guides,"Analyzing basic nature human thought consciousness , author make available everyone key penetrating last barrier advancement civilization science resolving crucial human dilemma : instantly determine truth falsehood statement supposed fact .",1
The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,4.8,3479.5,1338.0,1360.0,1,African American Demographic Studies,"National Book Critics Circle Award , Nonfiction , 2011",0
The Leadership Sutra: An Indian Approach to Power,Devdutt Pattanaik,4.5,38.0,233.0,159.0,2,Leadership,"Durga goddess power Hinduism well Buddhism Jainism . Her name derived word fortress ( durg ) . She goddess king . She ride lion , king jungle symbol royalty everywhere , China England .",1
SPQR: A History of Ancient Rome,Mary Beard,4.4,1960.5,569.0,1110.0,2,Textbooks & Study Guides,"Ancient Rome matter . Its history empire , conquest , cruelty excess something still judge . Its myth story - Romulus Remus rape Lucretia - still strike chord u . And debate citizenship , security right individual still influence debate civil liberty today .",1
"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",Elizabeth Gilbert,4.3,3130.5,937.0,770.0,1,g & Commentary,"It 's 3 a.m. , Elizabeth Gilbert sobbing bathroom floor . She 's 30 , husband , house , 're trying baby - n't want . A bitter divorce turbulent love affair later , emerges battered bewildered , realises time pursue journey search three thing missing : pleasure , devotion , balance .",1
Tatalog,Harish Bhat,3.8,12.0,1005.0,352.0,784,Analysis & Strategy,"Tatalog present eight riveting hitherto untold story strategic operational challenge Tata company faced past two decade forward thinking determination raised brand new height . From Tata Indica , first completely Indian car ; jewelry brand Tanishq ; Tata Finance , survived several tribulation , Tatalog , written Tata insider , reveals DNA every Tata enterprise - combination pioneering , purposive , principled , `` perfect '' .",0
Creative Visualization,Shakti Gawain,4.6,381.5,398.0,180.0,828,Personal Success,"By completing purchase agree Audible ’ Conditions Use , Amazon 's Privacy Notice applicable Audible 's Recurring Payment Terms .",4
The Harbinger II: The Return,Jonathan Cahn,4.8,303.0,586.0,614.0,1,Religious & Spiritual Fiction,Are unprecedented crisis time sign warning coming judgment ? Does ancient mystery hold secret event time future America world ? Is mystery even behind shaking overtaken world America ? How much time left ?,1
One Small Step Can Change Your Life: The Kaizen Way to Success,Dr. Robert Maurer,4.6,670.0,1774.0,437.0,890,Analysis & Strategy,The kaizen way change life .,1
Close to the Bone,Lisa Ray,4.5,102.5,1003.0,950.0,1,Biographies & Autobiographies (Books),`` A thrilling journey inwards much outwards .... A must-read . '' ( Freida Pinto ),1
The Witches,Roald Dahl,4.8,12.0,615.0,268.0,359,Children's Literature & Fiction (Books),Brought Penguin .,2
HBR Guide to Better Business Writing,Harvard Business Review,4.45,333.0,501.0,240.0,1,ess Careers,Do n't let writing hold back .,1
"Dark Psychology and Manipulation: For a Better Life: The Ultimate Guide to Learning the Art of Persuasion, Emotional Influence, NLP Secrets, Hypnosis, Body Language, and Mind Control Techniques",Brandon Goleman,4.1,72.0,501.0,205.0,1,Personal Development & Self-Help,"If want know deeply , 're going deepen emotional intelligence live happy fulfilled life , keep reading ...",1
"Goodbye Parkinson’s, Hello Life!: The Gyro-Kinetic Method for Eliminating Symptoms and Reclaiming Your Good Health",Alex Kerten,4.2,115.0,469.0,228.0,141,"d, Body & Spirit","Parkinson ’ disease , disorder central nervous system , affect 1 million people America 10 million worldwide . In Goodbye Parkinson ’ , Hello Life ! Alex Kerten present breakthrough holistic technique combine dance therapy , behavior modification , martial art prove life beyond diagnosis PD .",1
